,time_s,speed_ms,incremental_distance,cumulative_distance,acceleration_mss,power_W,cumulative_energy,incremental_energy_J,segment_number
145,614.9871980378858,0.0,0.0,0.03773199995447385,0.0,0.0,-197.2178756025976,0.0,15
146,615.9871980378858,0.0,0.0,0.03773199995447385,0.0,0.0,-197.2178756025976,0.0,15
147,616.9871980378858,0.0,0.0,0.03773199995447385,0.0,0.0,-197.2178756025976,0.0,15
148,617.9871980378858,0.0,0.0,0.03773199995447385,0.0,0.0,-197.2178756025976,0.0,15
149,618.9871980378858,0.0,0.0,0.03773199995447385,0.0,0.0,-197.2178756025976,0.0,15
150,619.9871980378858,0.0,0.0,0.03773199995447385,0.0,0.0,-197.2178756025976,0.0,15
151,620.9871980378858,0.0,0.0,0.03773199995447385,0.0,0.0,-197.2178756025976,0.0,15
152,621.9871980378858,0.0,0.0,0.03773199995447385,0.0,0.0,-197.2178756025976,0.0,15
153,622.9871980378858,0.0,0.0,0.03773199995447385,0.0,0.0,-197.2178756025976,0.0,15
154,623.9871980378858,0.0,0.0,0.03773199995447385,0.0,0.0,-197.2178756025976,0.0,15
155,655.6113047045471,0.15000000000000002,0.003615999999169617,0.041347999953643466,0.75,219.01711613906255,-175.31616398869133,21.901711613906258,16
156,656.6113047045471,0.0,0.0,0.041347999953643466,-0.89408,0.0,-175.31616398869133,0.0,17
157,657.6113047045471,0.0,0.0,0.041347999953643466,0.0,0.0,-175.31616398869133,0.0,17
158,658.6113047045471,0.0,0.0,0.041347999953643466,0.0,0.0,-175.31616398869133,0.0,17
159,659.6113047045471,0.0,0.0,0.041347999953643466,0.0,0.0,-175.31616398869133,0.0,17
160,660.6113047045471,0.0,0.0,0.041347999953643466,0.0,0.0,-175.31616398869133,0.0,17
161,661.6113047045471,0.0,0.0,0.041347999953643466,0.0,0.0,-175.31616398869133,0.0,17
162,662.6113047045471,0.0,0.0,0.041347999953643466,0.0,0.0,-175.31616398869133,0.0,17
163,663.6113047045471,0.0,0.0,0.041347999953643466,0.0,0.0,-175.31616398869133,0.0,17
164,664.6113047045471,0.0,0.0,0.041347999953643466,0.0,0.0,-175.31616398869133,0.0,17
165,665.6113047045471,0.0,0.0,0.041347999953643466,0.0,0.0,-175.31616398869133,0.0,17
166,666.6113047045471,0.0,0.0,0.041347999953643466,0.0,0.0,-175.31616398869133,0.0,17
167,667.6113047045471,0.0,0.0,0.041347999953643466,0.0,0.0,-175.31616398869133,0.0,17
168,668.6113047045471,0.0,0.0,0.041347999953643466,0.0,0.0,-175.31616398869133,0.0,17
169,669.6113047045471,0.0,0.0,0.041347999953643466,0.0,0.0,-175.31616398869133,0.0,17
170,720.8926439605178,1.8010000000000013,0.14649200000246765,0.18783999995611111,-2.0,-4383.9502348428705,-613.7111874729784,-438.3950234842871,18
171,721.8926439605178,0.0,0.0,0.18783999995611111,-0.22352,0.0,-613.7111874729784,0.0,19
172,908.6489906268707,0.15000000000000002,0.00845199995387702,0.19629199990998814,0.75,219.01711613906255,-591.8094758590721,21.901711613906258,20
173,909.6489906268707,0.0,0.0,0.19629199990998814,-0.178816,0.0,-591.8094758590721,0.0,21
174,910.6489906268707,0.0,0.0,0.19629199990998814,0.0,0.0,-591.8094758590721,0.0,21
175,911.6489906268707,0.0,0.0,0.19629199990998814,0.0,0.0,-591.8094758590721,0.0,21
176,971.8546439602297,0.07500000000000001,0.0004240000018853607,0.1967159999118735,0.5,82.93776061113282,-583.5156997979589,8.293776061113283,22
177,972.8546439602297,0.0,0.0,0.1967159999118735,-0.44704,0.0,-583.5156997979589,0.0,23
178,973.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
179,974.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
180,975.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
181,976.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
182,977.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
183,978.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
184,979.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
185,980.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
186,981.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
187,982.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
188,983.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
189,984.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
190,985.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
191,986.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
192,987.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
193,988.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
194,989.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
195,990.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
196,991.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
197,992.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
198,993.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
199,994.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
200,995.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
201,996.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
202,997.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
203,998.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
204,999.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
205,1000.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
206,1001.8546439602297,0.0,0.0,0.1967159999118735,0.0,0.0,-583.5156997979589,0.0,23
207,1038.6111772935578,0.07500000000000001,0.004239999999583688,0.20095599991145718,0.5,82.93776061113282,-575.2219237368456,8.293776061113283,24
208,1039.6111772935578,0.0,0.0,0.20095599991145718,-0.44704,0.0,-575.2219237368456,0.0,25
209,1086.658750626901,0.15000000000000002,0.007136000001423781,0.20809199991288096,0.75,219.01711613906255,-553.3202121229393,21.901711613906258,26
210,1087.658750626901,0.0,0.0,0.20809199991288096,-0.357632,0.0,-553.3202121229393,0.0,27
211,1088.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
212,1089.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
213,1090.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
214,1091.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
215,1092.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
216,1093.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
217,1094.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
218,1095.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
219,1096.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
220,1097.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
221,1098.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
222,1099.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
223,1100.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
224,1101.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
225,1102.658750626901,0.0,0.0,0.20809199991288096,0.0,0.0,-553.3202121229393,0.0,27
226,1120.406323960234,0.15000000000000002,0.0071359999999316415,0.2152279999128126,0.75,219.01711613906255,-531.418500509033,21.901711613906258,28
227,1121.406323960234,0.0,0.0,0.2152279999128126,-0.089408,0.0,-531.418500509033,0.0,29
228,1122.406323960234,0.0,0.0,0.2152279999128126,0.0,0.0,-531.418500509033,0.0,29
229,1123.406323960234,0.0,0.0,0.2152279999128126,0.0,0.0,-531.418500509033,0.0,29
230,1124.406323960234,0.0,0.0,0.2152279999128126,0.0,0.0,-531.418500509033,0.0,29
231,1125.406323960234,0.0,0.0,0.2152279999128126,0.0,0.0,-531.418500509033,0.0,29
232,1126.406323960234,0.0,0.0,0.2152279999128126,0.0,0.0,-531.418500509033,0.0,29
233,1127.406323960234,0.0,0.0,0.2152279999128126,0.0,0.0,-531.418500509033,0.0,29
234,1128.406323960234,0.0,0.0,0.2152279999128126,0.0,0.0,-531.418500509033,0.0,29
235,1129.406323960234,0.0,0.0,0.2152279999128126,0.0,0.0,-531.418500509033,0.0,29
236,1130.406323960234,0.0,0.0,0.2152279999128126,0.0,0.0,-531.418500509033,0.0,29
237,1166.7490706268973,0.15000000000000002,0.006411999999443196,0.2216399999122558,0.75,219.01711613906255,-509.51678889512675,21.901711613906258,30
238,1167.7490706268973,0.0,0.0,0.2216399999122558,-0.312928,0.0,-509.51678889512675,0.0,31
239,1168.7490706268973,0.0,0.0,0.2216399999122558,0.0,0.0,-509.51678889512675,0.0,31
240,1169.7490706268973,0.0,0.0,0.2216399999122558,0.0,0.0,-509.51678889512675,0.0,31
241,1170.7490706268973,0.0,0.0,0.2216399999122558,0.0,0.0,-509.51678889512675,0.0,31
242,1171.7490706268973,0.0,0.0,0.2216399999122558,0.0,0.0,-509.51678889512675,0.0,31
243,1172.7490706268973,0.0,0.0,0.2216399999122558,0.0,0.0,-509.51678889512675,0.0,31
244,1173.7490706268973,0.0,0.0,0.2216399999122558,0.0,0.0,-509.51678889512675,0.0,31
245,1174.7490706268973,0.0,0.0,0.2216399999122558,0.0,0.0,-509.51678889512675,0.0,31
