,time_s,speed_mph,speed_mph_capped,speed_ms,incremental_distance,cumulative_distance,acceleration_mss,power_W,incremental_energy_J,cumulative_energy_J
246,246,56.5,25.0,11.176,11.176,1866.973151999997,0.0,5571.443485953734,5571.443485953734,1162281.797094337
247,247,56.5,25.0,11.176,11.176,1878.149151999997,0.0,5571.443485953734,5571.443485953734,1167853.2405802908
248,248,56.4,25.0,11.176,11.176,1889.325151999997,0.0,5571.443485953734,5571.443485953734,1173424.6840662446
249,249,56.1,25.0,11.176,11.176,1900.5011519999969,0.0,5571.443485953734,5571.443485953734,1178996.1275521985
250,250,55.8,25.0,11.176,11.176,1911.6771519999968,0.0,5571.443485953734,5571.443485953734,1184567.5710381523
251,251,55.1,25.0,11.176,11.176,1922.8531519999967,0.0,5571.443485953734,5571.443485953734,1190139.0145241062
252,252,54.6,25.0,11.176,11.176,1934.0291519999967,0.0,5571.443485953734,5571.443485953734,1195710.45801006
253,253,54.2,25.0,11.176,11.176,1945.2051519999966,0.0,5571.443485953734,5571.443485953734,1201281.9014960139
254,254,54.0,25.0,11.176,11.176,1956.3811519999965,0.0,5571.443485953734,5571.443485953734,1206853.3449819677
255,255,53.7,25.0,11.176,11.176,1967.5571519999964,0.0,5571.443485953734,5571.443485953734,1212424.7884679215
256,256,53.6,25.0,11.176,11.176,1978.7331519999964,0.0,5571.443485953734,5571.443485953734,1217996.2319538754
257,257,53.9,25.0,11.176,11.176,1989.9091519999963,0.0,5571.443485953734,5571.443485953734,1223567.6754398292
258,258,54.0,25.0,11.176,11.176,2001.0851519999962,0.0,5571.443485953734,5571.443485953734,1229139.118925783
259,259,54.1,25.0,11.176,11.176,2012.2611519999962,0.0,5571.443485953734,5571.443485953734,1234710.562411737
260,260,54.1,25.0,11.176,11.176,2023.437151999996,0.0,5571.443485953734,5571.443485953734,1240282.0058976908
261,261,53.8,25.0,11.176,11.176,2034.613151999996,0.0,5571.443485953734,5571.443485953734,1245853.4493836446
262,262,53.4,25.0,11.176,11.176,2045.789151999996,0.0,5571.443485953734,5571.443485953734,1251424.8928695985
263,263,53.0,25.0,11.176,11.176,2056.965151999996,0.0,5571.443485953734,5571.443485953734,1256996.3363555523
264,264,52.6,25.0,11.176,11.176,2068.141151999996,0.0,5571.443485953734,5571.443485953734,1262567.7798415062
265,265,52.1,25.0,11.176,11.176,2079.317151999996,0.0,5571.443485953734,5571.443485953734,1268139.22332746
266,266,52.4,25.0,11.176,11.176,2090.493151999996,0.0,5571.443485953734,5571.443485953734,1273710.6668134138
267,267,52.0,25.0,11.176,11.176,2101.669151999996,0.0,5571.443485953734,5571.443485953734,1279282.1102993677
268,268,51.9,25.0,11.176,11.176,2112.845151999996,0.0,5571.443485953734,5571.443485953734,1284853.5537853215
269,269,51.7,25.0,11.176,11.176,2124.0211519999957,0.0,5571.443485953734,5571.443485953734,1290424.9972712754
270,270,51.5,25.0,11.176,11.176,2135.1971519999956,0.0,5571.443485953734,5571.443485953734,1295996.4407572292
271,271,51.6,25.0,11.176,11.176,2146.3731519999956,0.0,5571.443485953734,5571.443485953734,1301567.884243183
272,272,51.8,25.0,11.176,11.176,2157.5491519999955,0.0,5571.443485953734,5571.443485953734,1307139.327729137
273,273,52.1,25.0,11.176,11.176,2168.7251519999954,0.0,5571.443485953734,5571.443485953734,1312710.7712150908
274,274,52.5,25.0,11.176,11.176,2179.9011519999954,0.0,5571.443485953734,5571.443485953734,1318282.2147010446
275,275,53.0,25.0,11.176,11.176,2191.0771519999953,0.0,5571.443485953734,5571.443485953734,1323853.6581869985
276,276,53.5,25.0,11.176,11.176,2202.253151999995,0.0,5571.443485953734,5571.443485953734,1329425.1016729523
277,277,54.0,25.0,11.176,11.176,2213.429151999995,0.0,5571.443485953734,5571.443485953734,1334996.5451589061
278,278,54.9,25.0,11.176,11.176,2224.605151999995,0.0,5571.443485953734,5571.443485953734,1340567.98864486
279,279,55.4,25.0,11.176,11.176,2235.781151999995,0.0,5571.443485953734,5571.443485953734,1346139.4321308138
280,280,55.6,25.0,11.176,11.176,2246.957151999995,0.0,5571.443485953734,5571.443485953734,1351710.8756167677
281,281,56.0,25.0,11.176,11.176,2258.133151999995,0.0,5571.443485953734,5571.443485953734,1357282.3191027215
282,282,56.0,25.0,11.176,11.176,2269.309151999995,0.0,5571.443485953734,5571.443485953734,1362853.7625886754
283,283,55.8,25.0,11.176,11.176,2280.4851519999947,0.0,5571.443485953734,5571.443485953734,1368425.2060746292
284,284,55.2,25.0,11.176,11.176,2291.6611519999947,0.0,5571.443485953734,5571.443485953734,1373996.649560583
285,285,54.5,25.0,11.176,11.176,2302.8371519999946,0.0,5571.443485953734,5571.443485953734,1379568.093046537
286,286,53.6,25.0,11.176,11.176,2314.0131519999945,0.0,5571.443485953734,5571.443485953734,1385139.5365324907
287,287,52.5,25.0,11.176,11.176,2325.1891519999945,0.0,5571.443485953734,5571.443485953734,1390710.9800184446
288,288,51.5,25.0,11.176,11.176,2336.3651519999944,0.0,5571.443485953734,5571.443485953734,1396282.4235043984
289,289,51.5,25.0,11.176,11.176,2347.5411519999943,0.0,5571.443485953734,5571.443485953734,1401853.8669903523
290,290,51.5,25.0,11.176,11.176,2358.7171519999943,0.0,5571.443485953734,5571.443485953734,1407425.3104763061
291,291,51.1,25.0,11.176,11.176,2369.893151999994,0.0,5571.443485953734,5571.443485953734,1412996.75396226
292,292,50.1,25.0,11.176,11.176,2381.069151999994,0.0,5571.443485953734,5571.443485953734,1418568.1974482138
293,293,50.0,25.0,11.176,11.176,2392.245151999994,0.0,5571.443485953734,5571.443485953734,1424139.6409341677
294,294,50.1,25.0,11.176,11.176,2403.421151999994,0.0,5571.443485953734,5571.443485953734,1429711.0844201215
295,295,50.0,25.0,11.176,11.176,2414.597151999994,0.0,5571.443485953734,5571.443485953734,1435282.5279060754
296,296,49.6,25.0,11.176,11.176,2425.773151999994,0.0,5571.443485953734,5571.443485953734,1440853.9713920292
297,297,49.5,25.0,11.176,11.176,2436.949151999994,0.0,5571.443485953734,5571.443485953734,1446425.414877983
298,298,49.5,25.0,11.176,11.176,2448.1251519999937,0.0,5571.443485953734,5571.443485953734,1451996.858363937
299,299,49.5,25.0,11.176,11.176,2459.3011519999936,0.0,5571.443485953734,5571.443485953734,1457568.3018498907
300,300,49.1,25.0,11.176,11.176,2470.4771519999936,0.0,5571.443485953734,5571.443485953734,1463139.7453358446
301,301,48.6,25.0,11.176,11.176,2481.6531519999935,0.0,5571.443485953734,5571.443485953734,1468711.1888217984
302,302,48.1,25.0,11.176,11.176,2492.8291519999934,0.0,5571.443485953734,5571.443485953734,1474282.6323077523
303,303,47.2,25.0,11.176,11.176,2504.0051519999934,0.0,5571.443485953734,5571.443485953734,1479854.075793706
304,304,46.1,25.0,11.176,11.176,2515.1811519999933,0.0,5571.443485953734,5571.443485953734,1485425.51927966
305,305,45.0,25.0,11.176,11.176,2526.357151999993,0.0,5571.443485953734,5571.443485953734,1490996.9627656138
306,306,43.8,25.0,11.176,11.176,2537.533151999993,0.0,5571.443485953734,5571.443485953734,1496568.4062515676
307,307,42.6,25.0,11.176,11.176,2548.709151999993,0.0,5571.443485953734,5571.443485953734,1502139.8497375215
308,308,41.5,25.0,11.176,11.176,2559.885151999993,0.0,5571.443485953734,5571.443485953734,1507711.2932234753
309,309,40.3,25.0,11.176,11.176,2571.061151999993,0.0,5571.443485953734,5571.443485953734,1513282.7367094292
310,310,38.5,25.0,11.176,11.176,2582.237151999993,0.0,5571.443485953734,5571.443485953734,1518854.180195383
311,311,37.0,25.0,11.176,11.176,2593.413151999993,0.0,5571.443485953734,5571.443485953734,1524425.6236813369
312,312,35.2,25.0,11.176,11.176,2604.5891519999927,0.0,5571.443485953734,5571.443485953734,1529997.0671672907
313,313,33.8,25.0,11.176,11.176,2615.7651519999927,0.0,5571.443485953734,5571.443485953734,1535568.5106532446
314,314,32.5,25.0,11.176,11.176,2626.9411519999926,0.0,5571.443485953734,5571.443485953734,1541139.9541391984
315,315,31.5,25.0,11.176,11.176,2638.1171519999925,0.0,5571.443485953734,5571.443485953734,1546711.3976251523
316,316,30.6,25.0,11.176,11.176,2649.2931519999925,0.0,5571.443485953734,5571.443485953734,1552282.841111106
317,317,30.5,25.0,11.176,11.176,2660.4691519999924,0.0,5571.443485953734,5571.443485953734,1557854.28459706
318,318,30.0,25.0,11.176,11.176,2671.6451519999923,0.0,5571.443485953734,5571.443485953734,1563425.7280830138
319,319,29.0,25.0,11.176,11.176,2682.8211519999923,0.0,5571.443485953734,5571.443485953734,1568997.1715689676
320,320,27.5,25.0,11.176,11.176,2693.997151999992,0.0,5571.443485953734,5571.443485953734,1574568.6150549215
321,321,24.8,24.8,11.086592,11.086592,2705.0837439999923,-0.0894080000000006,4104.362980389754,4104.362980389754,1578672.9780353112
322,322,21.5,21.5,9.611360000000001,9.611360000000001,2714.695103999992,-1.4752319999999983,-15554.271409156143,0.0,1578672.9780353112
323,323,20.1,20.1,8.985504,8.985504,2723.6806079999924,-0.6258560000000006,-3811.120590205344,0.0,1578672.9780353112
324,324,19.1,19.1,8.538464,8.538464,2732.2190719999926,-0.4470400000000012,-1512.1371313995685,0.0,1578672.9780353112
325,325,18.5,18.5,8.270240000000001,8.270240000000001,2740.4893119999924,-0.26822399999999824,600.7628222133668,600.7628222133668,1579273.7408575246
326,326,17.0,17.0,7.59968,7.59968,2748.0889919999922,-0.6705600000000009,-3846.303781729398,0.0,1579273.7408575246
327,327,15.5,15.5,6.92912,6.92912,2755.018111999992,-0.67056,-3561.6270695786015,0.0,1579273.7408575246
328,328,12.5,12.5,5.588,5.588,2760.606111999992,-1.34112,-8258.123761507304,0.0,1579273.7408575246
329,329,10.8,10.8,4.828032,4.828032,2765.434143999992,-0.7599679999999998,-3189.9878949830727,0.0,1579273.7408575246
330,330,8.0,8.0,3.57632,3.57632,2769.010463999992,-1.2517120000000004,-4885.520819052751,0.0,1579273.7408575246
331,331,4.7,4.7,2.1010880000000003,2.1010880000000003,2771.111551999992,-1.4752319999999997,-3550.0021757870663,0.0,1579273.7408575246
332,332,1.4,1.4,0.625856,0.625856,2771.7374079999922,-1.4752320000000003,-1059.487676150057,0.0,1579273.7408575246
333,333,0.0,0.0,0.0,0.0,2771.7374079999922,-0.625856,0.0,0.0,1579273.7408575246
334,334,0.0,0.0,0.0,0.0,2771.7374079999922,0.0,0.0,0.0,1579273.7408575246
335,335,0.0,0.0,0.0,0.0,2771.7374079999922,0.0,0.0,0.0,1579273.7408575246
336,336,0.0,0.0,0.0,0.0,2771.7374079999922,0.0,0.0,0.0,1579273.7408575246
337,337,0.0,0.0,0.0,0.0,2771.7374079999922,0.0,0.0,0.0,1579273.7408575246
338,338,0.0,0.0,0.0,0.0,2771.7374079999922,0.0,0.0,0.0,1579273.7408575246
339,339,0.0,0.0,0.0,0.0,2771.7374079999922,0.0,0.0,0.0,1579273.7408575246
340,340,0.0,0.0,0.0,0.0,2771.7374079999922,0.0,0.0,0.0,1579273.7408575246
341,341,0.0,0.0,0.0,0.0,2771.7374079999922,0.0,0.0,0.0,1579273.7408575246
342,342,0.0,0.0,0.0,0.0,2771.7374079999922,0.0,0.0,0.0,1579273.7408575246
343,343,0.0,0.0,0.0,0.0,2771.7374079999922,0.0,0.0,0.0,1579273.7408575246
344,344,0.0,0.0,0.0,0.0,2771.7374079999922,0.0,0.0,0.0,1579273.7408575246
345,345,0.0,0.0,0.0,0.0,2771.7374079999922,0.0,0.0,0.0,1579273.7408575246
346,346,0.0,0.0,0.0,0.0,2771.7374079999922,0.0,0.0,0.0,1579273.7408575246
347,347,1.0,1.0,0.44704,0.44704,2772.1844479999922,0.44704,460.87454034628826,460.87454034628826,1579734.6153978708
348,348,4.3,4.3,1.922272,1.922272,2774.106719999992,1.475232,4787.963276809604,4787.963276809604,1584522.5786746803
349,349,7.6,7.6,3.3975039999999996,3.3975039999999996,2777.504223999992,1.4752319999999997,8484.05298111582,8484.05298111582,1593006.6316557962
350,350,10.9,10.9,4.872736,4.872736,2782.376959999992,1.475232,12216.092595875272,12216.092595875272,1605222.7242516715
351,351,14.2,14.2,6.347968,6.347968,2788.724927999992,1.475232,15999.691950626853,15999.691950626853,1621222.4162022984
352,352,17.3,17.3,7.733792000000001,7.733792000000001,2796.458719999992,1.3858240000000013,18635.0410188432,18635.0410188432,1639857.4572211416
353,353,20.0,20.0,8.940800000000001,8.940800000000001,2805.3995199999918,1.207008,19423.689511890505,19423.689511890505,1659281.146733032
354,354,22.5,22.5,10.0584,10.0584,2815.4579199999916,1.1175999999999995,20750.359475917547,20750.359475917547,1680031.5062089497
355,355,23.7,23.7,10.594848,10.594848,2826.052767999992,0.536448,13227.054163594583,13227.054163594583,1693258.5603725442
356,356,25.2,25.0,11.176,11.176,2837.2287679999918,0.5811519999999994,14775.148344571708,14775.148344571708,1708033.708717116
357,357,26.6,25.0,11.176,11.176,2848.4047679999917,0.0,5571.443485953734,5571.443485953734,1713605.1522030698
358,358,28.1,25.0,11.176,11.176,2859.5807679999916,0.0,5571.443485953734,5571.443485953734,1719176.5956890236
359,359,30.0,25.0,11.176,11.176,2870.7567679999916,0.0,5571.443485953734,5571.443485953734,1724748.0391749775
360,360,30.8,25.0,11.176,11.176,2881.9327679999915,0.0,5571.443485953734,5571.443485953734,1730319.4826609313
361,361,31.6,25.0,11.176,11.176,2893.1087679999914,0.0,5571.443485953734,5571.443485953734,1735890.9261468851
362,362,32.1,25.0,11.176,11.176,2904.2847679999913,0.0,5571.443485953734,5571.443485953734,1741462.369632839
363,363,32.8,25.0,11.176,11.176,2915.4607679999913,0.0,5571.443485953734,5571.443485953734,1747033.8131187928
364,364,33.6,25.0,11.176,11.176,2926.636767999991,0.0,5571.443485953734,5571.443485953734,1752605.2566047467
365,365,34.5,25.0,11.176,11.176,2937.812767999991,0.0,5571.443485953734,5571.443485953734,1758176.7000907005
366,366,34.6,25.0,11.176,11.176,2948.988767999991,0.0,5571.443485953734,5571.443485953734,1763748.1435766544
367,367,34.9,25.0,11.176,11.176,2960.164767999991,0.0,5571.443485953734,5571.443485953734,1769319.5870626082
368,368,34.8,25.0,11.176,11.176,2971.340767999991,0.0,5571.443485953734,5571.443485953734,1774891.030548562
369,369,34.5,25.0,11.176,11.176,2982.516767999991,0.0,5571.443485953734,5571.443485953734,1780462.474034516
370,370,34.7,25.0,11.176,11.176,2993.692767999991,0.0,5571.443485953734,5571.443485953734,1786033.9175204698
371,371,35.5,25.0,11.176,11.176,3004.8687679999907,0.0,5571.443485953734,5571.443485953734,1791605.3610064236
372,372,36.0,25.0,11.176,11.176,3016.0447679999907,0.0,5571.443485953734,5571.443485953734,1797176.8044923774
373,373,36.0,25.0,11.176,11.176,3027.2207679999906,0.0,5571.443485953734,5571.443485953734,1802748.2479783313
374,374,36.0,25.0,11.176,11.176,3038.3967679999905,0.0,5571.443485953734,5571.443485953734,1808319.6914642851
375,375,36.0,25.0,11.176,11.176,3049.5727679999904,0.0,5571.443485953734,5571.443485953734,1813891.134950239
376,376,36.0,25.0,11.176,11.176,3060.7487679999904,0.0,5571.443485953734,5571.443485953734,1819462.5784361928
377,377,36.0,25.0,11.176,11.176,3071.9247679999903,0.0,5571.443485953734,5571.443485953734,1825034.0219221467
378,378,36.1,25.0,11.176,11.176,3083.1007679999902,0.0,5571.443485953734,5571.443485953734,1830605.4654081005
379,379,36.4,25.0,11.176,11.176,3094.27676799999,0.0,5571.443485953734,5571.443485953734,1836176.9088940544
380,380,36.5,25.0,11.176,11.176,3105.45276799999,0.0,5571.443485953734,5571.443485953734,1841748.3523800082
381,381,36.4,25.0,11.176,11.176,3116.62876799999,0.0,5571.443485953734,5571.443485953734,1847319.795865962
382,382,36.0,25.0,11.176,11.176,3127.80476799999,0.0,5571.443485953734,5571.443485953734,1852891.239351916
383,383,35.1,25.0,11.176,11.176,3138.98076799999,0.0,5571.443485953734,5571.443485953734,1858462.6828378697
384,384,34.1,25.0,11.176,11.176,3150.15676799999,0.0,5571.443485953734,5571.443485953734,1864034.1263238236
385,385,33.5,25.0,11.176,11.176,3161.3327679999898,0.0,5571.443485953734,5571.443485953734,1869605.5698097774
386,386,31.4,25.0,11.176,11.176,3172.5087679999897,0.0,5571.443485953734,5571.443485953734,1875177.0132957313
387,387,29.0,25.0,11.176,11.176,3183.6847679999896,0.0,5571.443485953734,5571.443485953734,1880748.4567816851
388,388,25.7,25.0,11.176,11.176,3194.8607679999895,0.0,5571.443485953734,5571.443485953734,1886319.900267639
389,389,23.0,23.0,10.281920000000001,10.281920000000001,3205.1426879999894,-0.8940799999999989,-8060.901132786014,0.0,1886319.900267639
390,390,20.3,20.3,9.074912000000001,9.074912000000001,3214.2175999999895,-1.207008,-11310.576111038272,0.0,1886319.900267639
391,391,17.5,17.5,7.8232,7.8232,3222.0407999999893,-1.2517120000000013,-10380.169699166534,0.0,1886319.900267639
392,392,14.5,14.5,6.48208,6.48208,3228.5228799999895,-1.34112,-9522.738732816519,0.0,1886319.900267639
393,393,12.0,12.0,5.36448,5.36448,3233.8873599999897,-1.1175999999999995,-6239.295278365177,0.0,1886319.900267639
394,394,8.7,8.7,3.889248,3.889248,3237.7766079999897,-1.4752320000000005,-6537.521657526394,0.0,1886319.900267639
395,395,5.4,5.4,2.414016,2.414016,3240.19062399999,-1.4752319999999997,-4075.962029945013,0.0,1886319.900267639
396,396,2.1,2.1,0.9387840000000001,0.9387840000000001,3241.12940799999,-1.475232,-1588.8590449363408,0.0,1886319.900267639
397,397,0.0,0.0,0.0,0.0,3241.12940799999,-0.9387840000000001,0.0,0.0,1886319.900267639
398,398,0.0,0.0,0.0,0.0,3241.12940799999,0.0,0.0,0.0,1886319.900267639
399,399,0.0,0.0,0.0,0.0,3241.12940799999,0.0,0.0,0.0,1886319.900267639
400,400,0.0,0.0,0.0,0.0,3241.12940799999,0.0,0.0,0.0,1886319.900267639
401,401,0.0,0.0,0.0,0.0,3241.12940799999,0.0,0.0,0.0,1886319.900267639
402,402,0.0,0.0,0.0,0.0,3241.12940799999,0.0,0.0,0.0,1886319.900267639
403,403,2.6,2.6,1.1623040000000002,1.1623040000000002,3242.2917119999897,1.1623040000000002,2377.4322056310975,2377.4322056310975,1888697.3324732701
404,404,5.9,5.9,2.6375360000000003,2.6375360000000003,3244.92924799999,1.475232,6576.5017215881235,6576.5017215881235,1895273.8341948583
405,405,9.2,9.2,4.112768,4.112768,3249.04201599999,1.4752319999999997,10288.07224857755,10288.07224857755,1905561.906443436
406,406,12.5,12.5,5.588,5.588,3254.63001599999,1.475232,14043.161088220888,14043.161088220888,1919605.0675316567
407,407,15.8,15.8,7.063232000000001,7.063232000000001,3261.69324799999,1.475232000000001,17857.378070057053,17857.378070057053,1937462.4456017138
408,408,19.1,19.1,8.538464,8.538464,3270.2317119999902,1.4752319999999983,21746.333023624884,21746.333023624884,1959208.7786253388
409,409,22.4,22.4,10.013696,10.013696,3280.24540799999,1.475232,25725.635778463395,25725.635778463395,1984934.4144038022
410,410,25.0,25.0,11.176,11.176,3291.42140799999,1.1623040000000007,23978.853203189712,23978.853203189712,2008913.267606992
411,411,25.6,25.0,11.176,11.176,3302.59740799999,0.0,5571.443485953734,5571.443485953734,2014484.711092946
412,412,27.5,25.0,11.176,11.176,3313.77340799999,0.0,5571.443485953734,5571.443485953734,2020056.1545788997
413,413,29.0,25.0,11.176,11.176,3324.94940799999,0.0,5571.443485953734,5571.443485953734,2025627.5980648536
414,414,30.0,25.0,11.176,11.176,3336.12540799999,0.0,5571.443485953734,5571.443485953734,2031199.0415508074
415,415,30.1,25.0,11.176,11.176,3347.30140799999,0.0,5571.443485953734,5571.443485953734,2036770.4850367613
416,416,30.0,25.0,11.176,11.176,3358.4774079999897,0.0,5571.443485953734,5571.443485953734,2042341.928522715
417,417,29.7,25.0,11.176,11.176,3369.6534079999897,0.0,5571.443485953734,5571.443485953734,2047913.372008669
418,418,29.3,25.0,11.176,11.176,3380.8294079999896,0.0,5571.443485953734,5571.443485953734,2053484.8154946228
419,419,28.8,25.0,11.176,11.176,3392.0054079999895,0.0,5571.443485953734,5571.443485953734,2059056.2589805766
420,420,28.0,25.0,11.176,11.176,3403.1814079999895,0.0,5571.443485953734,5571.443485953734,2064627.7024665305
421,421,25.0,25.0,11.176,11.176,3414.3574079999894,0.0,5571.443485953734,5571.443485953734,2070199.1459524843
422,422,21.7,21.7,9.700768,9.700768,3424.0581759999895,-1.475232,-15685.389221047119,0.0,2070199.1459524843
423,423,18.4,18.4,8.225536,8.225536,3432.2837119999895,-1.475232,-13476.3246782479,0.0,2070199.1459524843
424,424,15.1,15.1,6.750304,6.750304,3439.0340159999896,-1.475232,-11180.22351014086,0.0,2070199.1459524843
425,425,11.8,11.8,5.275072000000001,5.275072000000001,3444.3090879999895,-1.4752319999999992,-8812.695546264898,0.0,2070199.1459524843
426,426,8.5,8.5,3.79984,3.79984,3448.1089279999896,-1.4752320000000005,-6389.350616158935,0.0,2070199.1459524843
427,427,5.2,5.2,2.3246080000000005,2.3246080000000005,3450.4335359999895,-1.4752319999999997,-3925.7985493618444,0.0,2070199.1459524843
428,428,1.9,1.9,0.8493759999999999,0.8493759999999999,3451.2829119999897,-1.4752320000000005,-1437.6491754125484,0.0,2070199.1459524843
429,429,0.0,0.0,0.0,0.0,3451.2829119999897,-0.8493759999999999,0.0,0.0,2070199.1459524843
430,430,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
431,431,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
432,432,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
433,433,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
434,434,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
435,435,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
436,436,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
437,437,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
438,438,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
439,439,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
440,440,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
441,441,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
442,442,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
443,443,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
444,444,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
445,445,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
446,446,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
447,447,0.0,0.0,0.0,0.0,3451.2829119999897,0.0,0.0,0.0,2070199.1459524843
448,448,3.3,3.3,1.475232,1.475232,3452.7581439999894,1.475232,3672.6677929503257,3672.6677929503257,2073871.8137454346
449,449,6.6,6.6,2.950464,2.950464,3455.7086079999895,1.475232,7360.945415439554,7360.945415439554,2081232.7591608742
450,450,9.9,9.9,4.425696,4.425696,3460.1343039999892,1.475232,11080.442697006587,11080.442697006587,2092313.2018578807
451,451,13.2,13.2,5.900928,5.900928,3466.0352319999893,1.475232,14846.76946719033,14846.76946719033,2107159.971325071
452,452,16.5,16.5,7.3761600000000005,7.3761600000000005,3473.411391999989,1.475232,18675.53555552968,18675.53555552968,2125835.506880601
453,453,19.8,19.8,8.851392,8.851392,3482.262783999989,1.475232,22582.35079156355,22582.35079156355,2148417.8576721647
454,454,23.1,23.1,10.326624,10.326624,3492.589407999989,1.475232,26582.825004830833,26582.825004830833,2175000.6826769956
455,455,26.4,25.0,11.176,11.176,3503.765407999989,0.8493759999999995,19023.01212547232,19023.01212547232,2194023.694802468
456,456,27.8,25.0,11.176,11.176,3514.9414079999888,0.0,5571.443485953734,5571.443485953734,2199595.138288422
457,457,29.1,25.0,11.176,11.176,3526.1174079999887,0.0,5571.443485953734,5571.443485953734,2205166.581774376
458,458,31.5,25.0,11.176,11.176,3537.2934079999886,0.0,5571.443485953734,5571.443485953734,2210738.0252603297
459,459,33.0,25.0,11.176,11.176,3548.4694079999886,0.0,5571.443485953734,5571.443485953734,2216309.4687462836
460,460,33.6,25.0,11.176,11.176,3559.6454079999885,0.0,5571.443485953734,5571.443485953734,2221880.9122322374
461,461,34.8,25.0,11.176,11.176,3570.8214079999884,0.0,5571.443485953734,5571.443485953734,2227452.3557181912
462,462,35.1,25.0,11.176,11.176,3581.9974079999884,0.0,5571.443485953734,5571.443485953734,2233023.799204145
463,463,35.6,25.0,11.176,11.176,3593.1734079999883,0.0,5571.443485953734,5571.443485953734,2238595.242690099
464,464,36.1,25.0,11.176,11.176,3604.349407999988,0.0,5571.443485953734,5571.443485953734,2244166.686176053
465,465,36.0,25.0,11.176,11.176,3615.525407999988,0.0,5571.443485953734,5571.443485953734,2249738.1296620066
466,466,36.1,25.0,11.176,11.176,3626.701407999988,0.0,5571.443485953734,5571.443485953734,2255309.5731479605
467,467,36.2,25.0,11.176,11.176,3637.877407999988,0.0,5571.443485953734,5571.443485953734,2260881.0166339143
468,468,36.0,25.0,11.176,11.176,3649.053407999988,0.0,5571.443485953734,5571.443485953734,2266452.460119868
469,469,35.7,25.0,11.176,11.176,3660.229407999988,0.0,5571.443485953734,5571.443485953734,2272023.903605822
470,470,36.0,25.0,11.176,11.176,3671.405407999988,0.0,5571.443485953734,5571.443485953734,2277595.347091776
471,471,36.0,25.0,11.176,11.176,3682.5814079999877,0.0,5571.443485953734,5571.443485953734,2283166.7905777297
472,472,35.6,25.0,11.176,11.176,3693.7574079999877,0.0,5571.443485953734,5571.443485953734,2288738.2340636835
473,473,35.5,25.0,11.176,11.176,3704.9334079999876,0.0,5571.443485953734,5571.443485953734,2294309.6775496374
474,474,35.4,25.0,11.176,11.176,3716.1094079999875,0.0,5571.443485953734,5571.443485953734,2299881.1210355912
475,475,35.2,25.0,11.176,11.176,3727.2854079999875,0.0,5571.443485953734,5571.443485953734,2305452.564521545
476,476,35.2,25.0,11.176,11.176,3738.4614079999874,0.0,5571.443485953734,5571.443485953734,2311024.008007499
477,477,35.2,25.0,11.176,11.176,3749.6374079999873,0.0,5571.443485953734,5571.443485953734,2316595.451493453
478,478,35.2,25.0,11.176,11.176,3760.8134079999872,0.0,5571.443485953734,5571.443485953734,2322166.8949794066
479,479,35.2,25.0,11.176,11.176,3771.989407999987,0.0,5571.443485953734,5571.443485953734,2327738.3384653605
480,480,35.2,25.0,11.176,11.176,3783.165407999987,0.0,5571.443485953734,5571.443485953734,2333309.7819513143
481,481,35.0,25.0,11.176,11.176,3794.341407999987,0.0,5571.443485953734,5571.443485953734,2338881.225437268
482,482,35.1,25.0,11.176,11.176,3805.517407999987,0.0,5571.443485953734,5571.443485953734,2344452.668923222
483,483,35.2,25.0,11.176,11.176,3816.693407999987,0.0,5571.443485953734,5571.443485953734,2350024.112409176
484,484,35.5,25.0,11.176,11.176,3827.869407999987,0.0,5571.443485953734,5571.443485953734,2355595.5558951297
485,485,35.2,25.0,11.176,11.176,3839.0454079999868,0.0,5571.443485953734,5571.443485953734,2361166.9993810835
486,486,35.0,25.0,11.176,11.176,3850.2214079999867,0.0,5571.443485953734,5571.443485953734,2366738.4428670374
487,487,35.0,25.0,11.176,11.176,3861.3974079999866,0.0,5571.443485953734,5571.443485953734,2372309.886352991
