,time_s,speed_mph,speed_mph_capped,speed_ms,incremental_distance,cumulative_distance,acceleration_mss,power_W,incremental_energy_J,cumulative_energy_J
54,54,15.8,15.8,7.063232000000001,7.063232000000001,269.3416,-0.5811520000000003,-2724.9379030000423,0.0,208631.87523991818
55,55,15.8,15.8,7.063232000000001,7.063232000000001,276.40483200000006,0.0,3091.803567646528,3091.803567646528,211723.67880756472
56,56,17.7,17.7,7.912608,7.912608,284.31744000000003,0.8493759999999986,13068.87324269577,13068.87324269577,224792.55205026048
57,57,19.8,19.8,8.851392,8.851392,293.168832,0.938784000000001,15853.734562616997,15853.734562616997,240646.28661287748
58,58,21.6,21.6,9.656064,9.656064,302.824896,0.804672,15576.434380248536,15576.434380248536,256222.72099312601
59,59,23.2,23.2,10.371328,10.371328,313.19622400000003,0.7152639999999995,15536.62865374629,15536.62865374629,271759.3496468723
60,60,24.2,24.2,10.818368000000001,10.818368000000001,324.01459200000005,0.4470400000000012,12177.420974205574,12177.420974205574,283936.7706210779
61,61,24.6,24.6,10.997184,10.997184,335.01177600000005,0.17881599999999942,8233.565920450865,8233.565920450865,292170.33654152876
62,62,24.9,24.9,11.131296,11.131296,346.1430720000001,0.134112,7655.598795871059,7655.598795871059,299825.93533739983
63,63,25.0,25.0,11.176,11.176,357.31907200000006,0.04470399999999941,6279.420782770492,6279.420782770492,306105.3561201703
64,64,24.6,24.6,10.997184,10.997184,368.31625600000007,-0.17881599999999942,2660.368639909285,2660.368639909285,308765.72476007964
65,65,24.5,24.5,10.95248,10.95248,379.26873600000005,-0.04470400000000119,4722.298699180756,4722.298699180756,313488.0234592604
66,66,24.7,24.7,11.041888,11.041888,390.3106240000001,0.0894080000000006,6876.888102972185,6876.888102972185,320364.9115622326
67,67,24.8,24.8,11.086592,11.086592,401.39721600000007,0.04470399999999941,6211.303415716455,6211.303415716455,326576.21497794904
68,68,24.7,24.7,11.041888,11.041888,412.43910400000004,-0.04470399999999941,4778.443395207285,4778.443395207285,331354.65837315633
69,69,24.6,24.6,10.997184,10.997184,423.43628800000005,-0.04470399999999941,4750.317620112384,4750.317620112384,336104.9759932687
70,70,24.6,24.6,10.997184,10.997184,434.43347200000005,0.0,5446.967280180075,5446.967280180075,341551.9432734488
71,71,25.1,25.0,11.176,11.176,445.60947200000004,0.17881599999999942,8403.352673220797,8403.352673220797,349955.2959466696
72,72,25.6,25.0,11.176,11.176,456.785472,0.0,5571.443485953734,5571.443485953734,355526.7394326233
73,73,25.7,25.0,11.176,11.176,467.961472,0.0,5571.443485953734,5571.443485953734,361098.18291857705
74,74,25.4,25.0,11.176,11.176,479.137472,0.0,5571.443485953734,5571.443485953734,366669.6264045308
75,75,24.9,24.9,11.131296,11.131296,490.268768,-0.04470399999999941,4835.017245353065,4835.017245353065,371504.64364988386
76,76,25.0,25.0,11.176,11.176,501.444768,0.04470399999999941,6279.420782770492,6279.420782770492,377784.06443265436
77,77,25.4,25.0,11.176,11.176,512.620768,0.0,5571.443485953734,5571.443485953734,383355.5079186081
78,78,26.0,25.0,11.176,11.176,523.796768,0.0,5571.443485953734,5571.443485953734,388926.9514045618
79,79,26.0,25.0,11.176,11.176,534.9727680000001,0.0,5571.443485953734,5571.443485953734,394498.39489051554
80,80,25.7,25.0,11.176,11.176,546.1487680000001,0.0,5571.443485953734,5571.443485953734,400069.83837646927
81,81,26.1,25.0,11.176,11.176,557.3247680000002,0.0,5571.443485953734,5571.443485953734,405641.281862423
82,82,26.7,25.0,11.176,11.176,568.5007680000002,0.0,5571.443485953734,5571.443485953734,411212.7253483767
83,83,27.5,25.0,11.176,11.176,579.6767680000003,0.0,5571.443485953734,5571.443485953734,416784.16883433046
84,84,28.6,25.0,11.176,11.176,590.8527680000003,0.0,5571.443485953734,5571.443485953734,422355.6123202842
85,85,29.3,25.0,11.176,11.176,602.0287680000004,0.0,5571.443485953734,5571.443485953734,427927.0558062379
86,86,29.8,25.0,11.176,11.176,613.2047680000004,0.0,5571.443485953734,5571.443485953734,433498.49929219164
87,87,30.1,25.0,11.176,11.176,624.3807680000004,0.0,5571.443485953734,5571.443485953734,439069.94277814537
88,88,30.4,25.0,11.176,11.176,635.5567680000005,0.0,5571.443485953734,5571.443485953734,444641.3862640991
89,89,30.7,25.0,11.176,11.176,646.7327680000005,0.0,5571.443485953734,5571.443485953734,450212.8297500528
90,90,30.7,25.0,11.176,11.176,657.9087680000006,0.0,5571.443485953734,5571.443485953734,455784.27323600656
91,91,30.5,25.0,11.176,11.176,669.0847680000006,0.0,5571.443485953734,5571.443485953734,461355.7167219603
92,92,30.4,25.0,11.176,11.176,680.2607680000007,0.0,5571.443485953734,5571.443485953734,466927.160207914
93,93,30.3,25.0,11.176,11.176,691.4367680000007,0.0,5571.443485953734,5571.443485953734,472498.60369386774
94,94,30.4,25.0,11.176,11.176,702.6127680000008,0.0,5571.443485953734,5571.443485953734,478070.0471798215
95,95,30.8,25.0,11.176,11.176,713.7887680000008,0.0,5571.443485953734,5571.443485953734,483641.4906657752
96,96,30.4,25.0,11.176,11.176,724.9647680000008,0.0,5571.443485953734,5571.443485953734,489212.9341517289
97,97,29.9,25.0,11.176,11.176,736.1407680000009,0.0,5571.443485953734,5571.443485953734,494784.37763768266
98,98,29.5,25.0,11.176,11.176,747.3167680000009,0.0,5571.443485953734,5571.443485953734,500355.8211236364
99,99,29.8,25.0,11.176,11.176,758.492768000001,0.0,5571.443485953734,5571.443485953734,505927.2646095901
100,100,30.3,25.0,11.176,11.176,769.668768000001,0.0,5571.443485953734,5571.443485953734,511498.70809554384
101,101,30.7,25.0,11.176,11.176,780.8447680000011,0.0,5571.443485953734,5571.443485953734,517070.1515814976
102,102,30.9,25.0,11.176,11.176,792.0207680000011,0.0,5571.443485953734,5571.443485953734,522641.5950674513
103,103,31.0,25.0,11.176,11.176,803.1967680000012,0.0,5571.443485953734,5571.443485953734,528213.0385534051
104,104,30.9,25.0,11.176,11.176,814.3727680000012,0.0,5571.443485953734,5571.443485953734,533784.4820393588
105,105,30.4,25.0,11.176,11.176,825.5487680000012,0.0,5571.443485953734,5571.443485953734,539355.9255253125
106,106,29.8,25.0,11.176,11.176,836.7247680000013,0.0,5571.443485953734,5571.443485953734,544927.3690112663
107,107,29.9,25.0,11.176,11.176,847.9007680000013,0.0,5571.443485953734,5571.443485953734,550498.81249722
108,108,30.2,25.0,11.176,11.176,859.0767680000014,0.0,5571.443485953734,5571.443485953734,556070.2559831737
109,109,30.7,25.0,11.176,11.176,870.2527680000014,0.0,5571.443485953734,5571.443485953734,561641.6994691275
110,110,31.2,25.0,11.176,11.176,881.4287680000015,0.0,5571.443485953734,5571.443485953734,567213.1429550812
111,111,31.8,25.0,11.176,11.176,892.6047680000015,0.0,5571.443485953734,5571.443485953734,572784.5864410349
112,112,32.2,25.0,11.176,11.176,903.7807680000016,0.0,5571.443485953734,5571.443485953734,578356.0299269886
113,113,32.4,25.0,11.176,11.176,914.9567680000016,0.0,5571.443485953734,5571.443485953734,583927.4734129424
114,114,32.2,25.0,11.176,11.176,926.1327680000016,0.0,5571.443485953734,5571.443485953734,589498.9168988961
115,115,31.7,25.0,11.176,11.176,937.3087680000017,0.0,5571.443485953734,5571.443485953734,595070.3603848498
116,116,28.6,25.0,11.176,11.176,948.4847680000017,0.0,5571.443485953734,5571.443485953734,600641.8038708036
117,117,25.3,25.0,11.176,11.176,959.6607680000018,0.0,5571.443485953734,5571.443485953734,606213.2473567573
118,118,22.0,22.0,9.83488,9.83488,969.4956480000018,-1.34112,-14012.297857863776,0.0,606213.2473567573
119,119,18.7,18.7,8.359648,8.359648,977.8552960000018,-1.475232,-13680.979840277514,0.0,606213.2473567573
120,120,15.4,15.4,6.884416000000001,6.884416000000001,984.7397120000018,-1.4752319999999992,-11392.14605837453,0.0,606213.2473567573
121,121,12.1,12.1,5.409184000000001,5.409184000000001,990.1488960000017,-1.475232,-9030.466405290013,0.0,606213.2473567573
122,122,8.8,8.8,3.9339520000000006,3.9339520000000006,994.0828480000017,-1.475232,-6611.5507105628485,0.0,606213.2473567573
123,123,5.5,5.5,2.45872,2.45872,996.5415680000017,-1.4752320000000005,-4151.008803731943,0.0,606213.2473567573
124,124,2.2,2.2,0.9834880000000001,0.9834880000000001,997.5250560000017,-1.4752319999999999,-1664.4505143361953,0.0,606213.2473567573
