time_s,speed_ms,incremental_distance,cumulative_distance,acceleration_mss,power_W,incremental_energy_J,cumulative_energy_J,segment_id
0.1,0.025,0.0025000000000000005,0.0025000000000000005,0.25,18.78922828652344,1.878922828652344,1.878922828652344,1
0.2,0.07500000000000001,0.0075000000000000015,0.010000000000000002,0.5,82.93776061113282,8.293776061113283,10.172698889765627,1
0.30000000000000004,0.15000000000000002,0.015000000000000003,0.025000000000000005,0.75,219.01711613906255,21.901711613906258,32.074410503671885,1
0.4,0.25,0.025,0.05,1.0,453.60253652343755,45.36025365234376,77.43466415601564,1
0.5,0.375,0.037500000000000006,0.08750000000000001,1.25,813.2764045166016,81.32764045166016,158.7623046076758,1
0.6,0.525,0.052500000000000005,0.14,1.5,1324.632802118555,132.4632802118555,291.22558481953126,1
0.7,0.7000000000000001,0.07,0.21000000000000002,1.75,2014.2832082625,201.42832082625,492.65390564578126,1
0.7999999999999999,0.9000000000000001,0.09000000000000002,0.30000000000000004,2.0,2908.8633360375,290.88633360375,783.5402392495313,1
0.8999999999999999,1.1,0.11000000000000001,0.41000000000000003,2.0,3555.6339592125,355.56339592125005,1139.1036351707812,1
0.9999999999999999,1.3,0.13,0.54,2.0,4202.6185114875,420.26185114875,1559.365486319531,1
1.0999999999999999,1.5,0.15000000000000002,0.6900000000000001,2.0,4849.8558890625,484.98558890625003,2044.3510752257812,1
1.2,1.7,0.17,0.8600000000000001,2.0,5497.3849881375,549.73849881375,2594.0895740395313,1
1.3,1.9,0.19,1.05,2.0,6145.244704912499,614.52447049125,3208.614044530781,1
1.4000000000000001,2.1,0.21000000000000002,1.26,2.0,6793.4739355875,679.34739355875,3887.961438089531,1
1.5000000000000002,2.3000000000000003,0.23000000000000004,1.49,2.0,7442.111576362501,744.2111576362502,4632.172595725781,1
1.6000000000000003,2.5000000000000004,0.25000000000000006,1.74,2.0,8091.196523437502,809.1196523437502,5441.2922480695315,1
1.7000000000000004,2.7000000000000006,0.2700000000000001,2.0100000000000002,2.0,8740.767673012502,874.0767673012502,6315.369015370782,1
1.8000000000000005,2.900000000000001,0.2900000000000001,2.3000000000000003,2.0,9390.863921287502,939.0863921287503,7254.455407499532,1
1.9000000000000006,3.100000000000001,0.3100000000000001,2.6100000000000003,2.0,10041.524164462502,1004.1524164462503,8258.607823945782,1
2.0000000000000004,3.300000000000001,0.3300000000000001,2.9400000000000004,2.0,10692.787298737503,1069.2787298737503,9327.886553819531,1
2.1000000000000005,3.5000000000000013,0.35000000000000014,3.2900000000000005,2.0,11344.692220312505,1134.4692220312506,10462.355775850781,1
2.2000000000000006,3.7000000000000015,0.37000000000000016,3.6600000000000006,2.0,11997.277825387506,1199.7277825387507,11662.083558389531,1
2.3000000000000007,3.9000000000000017,0.3900000000000002,4.050000000000001,2.0,12650.583010162505,1265.0583010162507,12927.141859405781,1
2.400000000000001,4.100000000000001,0.41000000000000014,4.460000000000001,2.0,13304.646670837505,1330.4646670837506,14257.606526489531,1
2.500000000000001,4.300000000000002,0.43000000000000016,4.890000000000001,2.0,13959.507703612506,1395.9507703612508,15653.557296850782,1
2.600000000000001,4.500000000000002,0.4500000000000002,5.340000000000001,2.0,14615.205004687505,1461.5205004687505,17115.077797319533,1
2.700000000000001,4.700000000000002,0.4700000000000002,5.8100000000000005,2.0,15271.777470262507,1527.1777470262507,18642.255544345782,1
2.800000000000001,4.900000000000002,0.4900000000000002,6.300000000000001,2.0,15929.263996537507,1592.9263996537509,20235.181943999534,1
2.9000000000000012,5.100000000000002,0.5100000000000002,6.8100000000000005,2.0,16587.70347971251,1658.7703479712509,21893.952291970785,1
3.0000000000000013,5.3000000000000025,0.5300000000000002,7.340000000000001,2.0,17247.13481598751,1724.713481598751,23618.665773569537,1
3.1000000000000014,5.500000000000003,0.5500000000000003,7.890000000000001,2.0,17907.596901562505,1790.7596901562506,25409.425463725787,1
3.2000000000000015,5.6750000000000025,0.5675000000000002,8.457500000000001,1.75,16475.93126867989,1647.5931268679892,27057.018590593776,1
3.3000000000000016,5.825000000000003,0.5825000000000004,9.040000000000001,1.5,14855.975195644345,1485.5975195644346,28542.61611015821,1
3.4000000000000017,5.950000000000003,0.5950000000000003,9.635000000000002,1.25,13074.00103514532,1307.400103514532,29850.016213672745,1
3.5000000000000018,6.0500000000000025,0.6050000000000003,10.240000000000002,1.0,11156.320263979695,1115.6320263979694,30965.648240070714,1
3.600000000000002,6.125000000000003,0.6125000000000003,10.852500000000003,0.75,9129.289180737309,912.928918073731,31878.577158144446,1
3.700000000000002,6.1750000000000025,0.6175000000000003,11.470000000000002,0.5,7019.313463949416,701.9313463949416,32580.508504539386,1
3.800000000000002,6.200000000000003,0.6200000000000003,12.090000000000003,0.25,4852.851590700002,485.2851590700002,33065.79366360939,1
3.900000000000002,6.200000000000003,0.6200000000000003,12.710000000000004,0.0,2656.4171157000014,265.64171157000015,33331.43537517939,1
4.000000000000002,6.1750000000000025,0.6175000000000003,13.327500000000004,-0.25,456.5798108244144,45.65798108244144,33377.09335626183,1
4.100000000000001,6.125000000000003,0.6125000000000003,13.940000000000005,-0.5,-1720.0343348876959,-172.0034334887696,33377.09335626183,1
4.200000000000001,6.0500000000000025,0.6050000000000003,14.545000000000005,-0.75,-3846.7442547703145,-384.6744254770315,33377.09335626183,1
4.300000000000001,5.950000000000003,0.5950000000000003,15.140000000000006,-1.0,-5896.81608360469,-589.681608360469,33377.09335626183,1
4.4,5.825000000000003,0.5825000000000004,15.722500000000005,-1.25,-7843.4665762306695,-784.346657623067,33377.09335626183,1
